id,name,banned,results,datetested,trigger,results2,datetested2,translation
198,联合新闻网,,34636,2014-05-11 05:27:57 UTC,,27933,2014-11-03 18:12:17 UTC,United Daily News Net
199,政府比房产商黑,1,-1,2014-05-11 05:29:32 UTC,政府比房产商黑,0,2014-11-03 18:12:39 UTC,government is shadier than property developers
200,kang,1,-1,2014-05-11 05:29:55 UTC,kang,1841876,2014-11-03 18:13:03 UTC,[Zhou Yong]kang
201,康康,1,-1,2014-05-11 05:31:07 UTC,康康,6308116,2014-11-03 18:13:28 UTC,Kangkang [Zhou Yongkang]
202,周勇康,1,-1,2014-05-11 05:32:42 UTC,周勇康,0,2014-11-03 18:13:50 UTC,Zhou Brave [yong]-kang
203,周永糠,1,-1,2014-05-11 05:34:17 UTC,永糠,0,2014-11-03 18:14:11 UTC,Zhou Yong-bran [kang]
204,州永康,1,-1,2014-05-11 05:35:53 UTC,州永康,0,2014-11-03 18:14:31 UTC,State [Zhou] Yongkang
205,洲永康,1,-1,2014-05-11 05:37:28 UTC,洲永康,0,2014-11-03 18:14:52 UTC,Continent [Zhou] Yongkang
206,粥永康,1,-1,2014-05-11 05:39:03 UTC,粥永康,0,2014-11-03 18:15:13 UTC,Congee [Zhou] Yongkang
207,粥永糠,1,-1,2014-05-11 05:40:38 UTC,永糠,0,2014-11-03 18:15:33 UTC,Congee Yong-bran
208,粥涌康,1,-1,2014-05-11 05:42:12 UTC,涌康,0,2014-11-03 18:15:54 UTC,Congee Gush [yong]-kang
209,舟永康,1,-1,2014-05-11 05:43:47 UTC,舟永康,0,2014-11-03 18:16:14 UTC,Boat [Zhou] Yongkang
210,咏康,1,-1,2014-05-11 05:44:59 UTC,咏康,0,2014-11-03 18:16:34 UTC,Chant [yong]-kang
211,咏糠,1,-1,2014-05-11 05:46:13 UTC,咏糠,0,2014-11-03 18:16:55 UTC,Chant-bran
212,涌康,1,-1,2014-05-11 05:47:25 UTC,涌康,0,2014-11-03 18:17:15 UTC,Gush-kang
213,涌糠,1,-1,2014-05-11 05:48:35 UTC,涌糠,0,2014-11-03 18:17:36 UTC,Gush-bran
214,臃康,1,-1,2014-05-11 05:49:47 UTC,臃康,0,2014-11-03 18:17:56 UTC,Swollen [yong]-kang
215,媒体管制,1,-1,2014-05-11 05:51:00 UTC,媒体管制,0,2014-11-03 18:18:17 UTC,regulation of media
216,微博+审查,1,-1,2014-05-11 05:52:36 UTC,微博审查,0,2014-11-03 18:18:37 UTC,Weibo+censor
217,小秘书+审查,1,-1,2014-05-11 05:54:13 UTC,小秘书审查,0,2014-11-03 18:18:57 UTC,little secretary+censor
218,总理+改革,1,-1,2014-05-11 05:55:26 UTC,总理改革,0,2014-11-03 18:19:18 UTC,premier+reform
219,王铮,1,-1,2014-05-11 05:56:39 UTC,王铮,0,2014-11-03 18:19:38 UTC,Wang Zheng
220,至宪党,1,-1,2014-05-11 05:58:14 UTC,至宪,0,2014-11-03 18:19:58 UTC,Zhi Xian Party
221,天安门+访民,1,-1,2014-05-11 05:59:49 UTC,天安门访民,0,2014-11-03 18:20:19 UTC,Tiananmen+petitioners
222,天安门+撒传单,1,-1,2014-05-11 06:01:24 UTC,天安门传单,0,2014-11-03 18:20:39 UTC,Tiananmen+scatter pamphlets
223,（天）安门+静坐,1,-1,2014-05-11 06:02:36 UTC,天安门静坐,2,2014-11-03 18:21:00 UTC,(Tian)anmen+sit-in
224,天安门+炸弹,1,-1,2014-05-11 06:03:48 UTC,天安门炸弹,0,2014-11-03 18:21:21 UTC,Tiananmen+bomb
225,天安门+爆炸,1,-1,2014-05-11 06:05:01 UTC,天安门爆炸,0,2014-11-03 18:21:41 UTC,Tiananmen+explosion
226,宪法法院,1,-1,2014-05-11 06:06:13 UTC,宪法法院,0,2014-11-03 18:22:02 UTC,constitutional court
227,（习）近平+薄,1,-1,2014-05-11 06:08:12 UTC,近平薄,0,2014-11-03 18:22:22 UTC,(Xi) Jinping+Bo [Xilai]
228,（习）近平+锦涛,1,-1,2014-05-11 06:10:10 UTC,近平锦涛,0,2014-11-03 18:22:43 UTC,(Xi) Jinping+[Hu] Jintao
229,余姚+现场,,295001,2014-05-11 06:10:34 UTC,,156743,2014-11-03 18:23:07 UTC,Yuyao+scene [of incident] 
230,余姚+政府,,520816,2014-05-11 06:10:58 UTC,,229931,2014-11-03 18:23:43 UTC,Yuyao+government
231,余姚+下台,,195,2014-05-11 06:11:22 UTC,,2062,2014-11-03 18:24:34 UTC,Yuyao+step down
232,余姚+武警,,508,2014-05-11 06:11:47 UTC,,94852,2014-11-03 18:25:23 UTC,Yuyao+armed police
233,余姚+特警,,848,2014-05-11 06:12:11 UTC,,20623,2014-11-03 18:26:17 UTC,Yuyao+SWAT
234,余姚+聚集,,280,2014-05-11 06:12:35 UTC,,4125,2014-11-03 18:27:04 UTC,Yuyao+assemble
235,余姚+冲突,,893,2014-05-11 06:12:59 UTC,,17528,2014-11-03 18:27:53 UTC,Yuyao+conflict
236,余姚+抗议,,258,2014-05-11 06:13:23 UTC,,1755,2014-11-03 18:28:40 UTC,Yuyao+protest
237,余姚+示威,,31,2014-05-11 06:13:47 UTC,,330,2014-11-03 18:29:30 UTC,Yuyao+demonstration
238,余姚+集会,,25,2014-05-11 06:14:11 UTC,,276,2014-11-03 18:30:20 UTC,Yuyao+assembly
239,毛宏芳60分下台,,3,2014-05-11 06:14:35 UTC,,54,2014-11-03 18:31:02 UTC,Mao Hongfang 60 points step down
240,习+家族,1,-1,2014-05-11 06:15:48 UTC,习家族,0,2014-11-03 18:31:46 UTC,Xi+family
241,习仲勋+儿子,,564,2014-05-11 06:16:12 UTC,,4191,2014-11-03 18:32:10 UTC,Xi Zhongxun+son
242,高层恩怨与习仲勋,1,-1,2014-05-11 06:17:47 UTC,高层恩怨与习仲勋,0,2014-11-03 18:32:39 UTC,"Grudges, Gratitude, and Xi Zhongxun"
243,习+明镜出版社,,1,2014-05-11 06:18:11 UTC,,1,2014-11-03 18:33:19 UTC,Xi+Mingjing Press
244,刁明泽,1,-1,2014-05-11 06:19:47 UTC,明泽,0,2014-11-03 18:34:00 UTC,Xi Mingze
245,习正宁,1,-1,2014-05-11 06:21:25 UTC,习正宁,0,2014-11-03 18:34:42 UTC,Xi Zhengning
246,习富平,1,-1,2014-05-11 06:23:01 UTC,习平,0,2014-11-03 18:35:28 UTC,Xi Fuping
247,习和平,1,-1,2014-05-11 06:24:14 UTC,习和平,0,2014-11-03 18:36:13 UTC,Xi Heping
248,习干平,1,-1,2014-05-11 06:25:50 UTC,习平,0,2014-11-03 18:36:57 UTC,Xi Ganping
249,习桥桥 ,1,-1,2014-05-11 06:27:26 UTC,习桥桥,0,2014-11-03 18:37:46 UTC,Xi Qiaoqiao
250,习安安,1,-1,2014-05-11 06:29:03 UTC,习安安,0,2014-11-03 18:38:25 UTC,Xi An'an
251,习远平,1,-1,2014-05-11 06:30:38 UTC,习平,0,2014-11-03 18:39:06 UTC,Xi Yuanping
252,刁远平,1,-1,2014-05-11 06:32:14 UTC,刁远平,0,2014-11-03 18:39:48 UTC,Diao Yuanping
253,习明正,1,-1,2014-05-11 06:33:50 UTC,习明,0,2014-11-03 18:40:29 UTC,Xi Mingzheng
254,中华民国+万岁,1,-1,2014-05-11 06:35:02 UTC,中华民国万岁,0,2014-11-03 18:41:00 UTC,long live+Republic of China
255,安全沙皇,,278,2014-05-11 06:35:26 UTC,,987,2014-11-03 18:41:24 UTC,security czar
256,周永kang,1,-1,2014-05-11 06:37:02 UTC,kang,0,2014-11-03 18:41:53 UTC,Zhou Yongkang
257,z永康,1,-1,2014-05-11 06:38:39 UTC,z永康,0,2014-11-03 18:42:36 UTC,z Yongkang
258,周康康,1,-1,2014-05-11 06:40:16 UTC,康康,7221,2014-11-03 18:43:24 UTC,Zhou Kangkang
259,康师傅+中石油,1,-1,2014-05-11 06:41:54 UTC,康师傅中石油,0,2014-11-03 18:44:09 UTC,Kang Shifu+CNPC
260,康师傅+儿子,1,-1,2014-05-11 06:43:30 UTC,康师傅儿子,0,2014-11-03 18:44:56 UTC,Kang Shifu+son
261,周薄,1,-1,2014-05-11 06:44:42 UTC,周薄,0,2014-11-03 18:45:34 UTC,Zhou Bo
262,习+同志,1,-1,2014-05-11 06:45:54 UTC,习同志,0,2014-11-03 18:46:20 UTC,comrade+Xi
263,夏俊峰+头七,,79,2014-05-11 06:46:17 UTC,,4124,2014-11-03 18:47:13 UTC,Xia Junfeng+touqi [seventh day after death]
264,夏俊峰+出殡,,34,2014-05-11 06:46:43 UTC,,8248,2014-11-03 18:48:01 UTC,Xia Junfeng+hold a funeral procession
265,国殇,1,-1,2014-05-11 06:47:07 UTC,国殇,491992,2014-11-03 18:48:49 UTC,national martyr
266,习梦撕,1,-1,2014-05-11 06:48:42 UTC,习梦撕,0,2014-11-03 18:49:35 UTC,Xi The Dream-Ripper
267,蒋公剿匪不力,1,-1,2014-05-11 06:50:17 UTC,蒋公剿匪不力,0,2014-11-03 18:50:06 UTC,Master Chiang fails to suppress the bandits
268,习梦撕（指习,1,-1,2014-05-11 06:52:39 UTC,习梦撕,0,2014-11-03 18:50:26 UTC,Doctor [of Philosophy] Xi 
269,习+论文,,3306,2014-05-11 06:53:03 UTC,,12378,2014-11-03 18:50:50 UTC,Xi+dissertation
270,刘美珣,1,-1,2014-05-11 06:54:40 UTC,刘美珣,0,2014-11-03 18:51:12 UTC,Liu Meixun
271,半羽,1,-1,2014-05-11 06:55:52 UTC,半羽,0,2014-11-03 18:51:32 UTC,Half-Feather
272,习三胖,1,-1,2014-05-11 06:57:27 UTC,习胖,0,2014-11-03 18:51:53 UTC,Xi Third-Fatty
273,习+左,1,-1,2014-05-11 06:58:39 UTC,习左,0,2014-11-03 18:52:13 UTC,Xi+left
274,习+新政,1,-1,2014-05-11 06:59:51 UTC,习新政,0,2014-11-03 18:52:34 UTC,Xi+new administration
275,习+司令,1,-1,2014-05-11 07:01:02 UTC,习司令,0,2014-11-03 18:52:54 UTC,Xi+commanding officer
276,宪政,1,-1,2014-05-11 07:01:26 UTC,宪政,0,2014-11-03 18:53:14 UTC,constitutionalism
277,薄+刘,,996,2014-05-11 07:01:50 UTC,,1009483,2014-11-03 18:53:38 UTC,Bo+Liu
278,薄+死,,1986435,2014-05-11 07:02:14 UTC,,2135778,2014-11-03 18:54:04 UTC,Bo+death
279,薄+保外就医,1,-1,2014-05-11 07:03:51 UTC,薄保外就医,0,2014-11-03 18:54:25 UTC,Bo+medical parole
280,薄+（周）永康,1,-1,2014-05-11 07:05:49 UTC,周永康,0,2014-11-03 18:54:46 UTC,Bo+(Zhou) Yongkang
281,薄王,,930,2014-05-11 07:06:13 UTC,,306274,2014-11-03 18:55:06 UTC,Bo Wang
282,薄胡,1,-1,2014-05-11 07:07:25 UTC,薄胡,0,2014-11-03 18:55:27 UTC,Bo Hu
283,五个重庆,1,-1,2014-05-11 07:08:36 UTC,五个重庆,0,2014-11-03 18:55:48 UTC,Five Chongqings
284,党内斗争,1,-1,2014-05-11 07:09:49 UTC,党内斗争,0,2014-11-03 18:56:08 UTC,internal Party struggle
285,挺薄,1,-1,2014-05-11 07:11:01 UTC,挺薄,0,2014-11-03 18:56:29 UTC,support Bo
286,薄公,1,-1,2014-05-11 07:12:12 UTC,薄公,0,2014-11-03 18:56:49 UTC,Master Bo
287,怀念+薄,1,-1,2014-05-11 07:13:25 UTC,怀念薄,0,2014-11-03 18:57:10 UTC,think fondly of+Bo
288,南华（早报）+马云,,778,2014-05-11 07:13:48 UTC,,44333,2014-11-03 18:57:33 UTC,South China (Morning Post)+Jack Ma
289,南华+编辑部声明,,21,2014-05-11 07:14:12 UTC,,87,2014-11-03 18:57:58 UTC,South China+editors' statement
290,南华+刘怡,,93,2014-05-11 07:14:36 UTC,,782,2014-11-03 18:58:21 UTC,South China+Liu Yi
291,马云+六四,1,-1,2014-05-11 07:16:35 UTC,六四,0,2014-11-03 18:58:43 UTC,Jack Ma+Six Four
292,马云+64,1,-1,2014-05-11 07:18:13 UTC,马云64,0,2014-11-03 18:59:03 UTC,Jack Ma+64
293,马云+八九,1,-1,2014-05-11 07:19:48 UTC,马云八九,0,2014-11-03 18:59:23 UTC,Jack Ma+Eight Nine
294,马云+89,,305,2014-05-11 07:20:11 UTC,,7221,2014-11-03 18:59:47 UTC,Jack Ma+89
295,许+志+永,,425,2014-05-11 07:20:35 UTC,,2064,2014-11-03 19:00:11 UTC,Xu+Zhi+yong
296,许博士,1,-1,2014-05-11 07:21:47 UTC,许博士,0,2014-11-03 19:00:33 UTC,Dr. [of Philosophy] Xu
297,刘卫国,1,-1,2014-05-11 07:23:00 UTC,刘卫国,0,2014-11-03 19:00:54 UTC,Liu Weiguo
298,康素萍,,130,2014-05-11 07:23:23 UTC,,8248,2014-11-03 19:01:16 UTC,Kang Suping
299,陈建刚,1,-1,2014-05-11 07:25:00 UTC,陈建刚,0,2014-11-03 19:01:37 UTC,Chen Jiangang
300,孙村派出所,,58,2014-05-11 07:25:24 UTC,,313,2014-11-03 19:02:01 UTC,Suncun Police Station
301,第三看守所,,126961,2014-05-11 07:25:49 UTC,,75291,2014-11-03 19:02:26 UTC,No. 3 Detention Center
302,财产公示,,430318,2014-05-11 07:26:13 UTC,,408619,2014-11-03 19:02:52 UTC,financial disclosure
303,GSK,,392278,2014-05-11 07:26:37 UTC,,238232,2014-11-03 19:03:21 UTC,GSK
304,葛兰素史克,,558704,2014-05-11 07:27:01 UTC,,400095,2014-11-03 19:04:11 UTC,GlaxoSmithKline
305,李小琳,1,-1,2014-05-11 07:28:39 UTC,李小琳,0,2014-11-03 19:04:57 UTC,Li Xiaolin
306,香港+七一,,161505,2014-05-11 07:29:02 UTC,,9282,2014-11-03 19:05:41 UTC,Hong Kong+seven one
307,张晓明,1,-1,2014-05-11 07:30:39 UTC,张晓明,0,2014-11-03 19:06:25 UTC,Zhang Xiaoming
308,基本法+23,1,-1,2014-05-11 07:31:51 UTC,基本法23,0,2014-11-03 19:07:07 UTC,Basic Law+23
309,基本法+二十三,1,-1,2014-05-11 07:33:03 UTC,基本法二十三,0,2014-11-03 19:07:49 UTC,Basic Law+twenty-three
310,江贼,1,-1,2014-05-11 07:34:16 UTC,江贼,0,2014-11-03 19:08:36 UTC,Jiang Betray[-the-People]
311,贼民,1,-1,2014-05-11 07:35:28 UTC,贼民,0,2014-11-03 19:09:19 UTC,[Jiang] Betray-the-People
312,中环,,10743039,2014-05-11 07:35:52 UTC,,7306191,2014-11-03 19:10:02 UTC,Central [Hong Kong neighborhood]
313,七一+散步,,300,2014-05-11 07:36:17 UTC,,3093,2014-11-03 19:10:50 UTC,seven one+take a walk
314,游xing,1,-1,2014-05-11 07:37:29 UTC,游xing,0,2014-11-03 19:11:35 UTC,YOUxing [march]
315,皮帽子,1,-1,2014-05-11 07:38:41 UTC,皮帽子,0,2014-11-03 19:11:55 UTC,leather hat
316,呆婊,1,-1,2014-05-11 07:39:52 UTC,呆婊,0,2014-11-03 19:12:16 UTC,stupid prostitutes
317,和田,,11927042,2014-05-11 07:40:17 UTC,,8049974,2014-11-03 19:12:40 UTC,Hotan
318,新疆+恐怖,1,-1,2014-05-11 07:41:29 UTC,新疆恐怖,0,2014-11-03 19:13:05 UTC,Xinjiang+terror
319,新疆+暴力,,569,2014-05-11 07:41:53 UTC,,228893,2014-11-03 19:13:48 UTC,Xinjiang+violence
320,新疆+27人死亡,,57,2014-05-11 07:42:17 UTC,,724,2014-11-03 19:14:35 UTC,Xinjiang+27 people dead
321,新疆+（小）偷,,2061658,2014-05-11 07:42:41 UTC,,151571,2014-11-03 19:15:22 UTC,Xinjiang+(little) thief
322,浙大教授+上书,1,-1,2014-05-11 07:44:16 UTC,浙大教授上书,0,2014-11-03 19:16:06 UTC,Zhejiang U. professor+submit letter to superior
323,浙江大学+上书,,142,2014-05-11 07:44:40 UTC,,4124,2014-11-03 19:16:48 UTC,Zhejiang University+submit letter to superior
324,习帝,1,-1,2014-05-11 07:45:52 UTC,习帝,0,2014-11-03 19:17:31 UTC,Emperor Xi [Jinping]
325,习大人,1,-1,2014-05-11 07:47:04 UTC,习大人,0,2014-11-03 19:18:17 UTC,His Excellency Xi [Jinping]
326,政法委,1,-1,2014-05-11 07:48:17 UTC,政法委,0,2014-11-03 19:19:02 UTC,Politics and Law Commission
327,zhengbian,1,-1,2014-05-11 07:48:41 UTC,zhengbian,0,2014-11-03 19:19:49 UTC,zhengbian (coup)
328,李广年,,280160,2014-05-11 07:49:05 UTC,,424126,2014-11-03 19:20:34 UTC,Li Guangnian
329,18岁情妇,,255440,2014-05-11 07:49:29 UTC,,110317,2014-11-03 19:21:19 UTC,18-year-old mistress
330,中国动态调查委员会主任,,219184,2014-05-11 07:49:53 UTC,,94853,2014-11-03 19:21:44 UTC,Director of the Commission of Inquiry on Domestic Dynamics
331,孙政才+孟山都,1,-1,2014-05-11 07:51:28 UTC,孙政才孟山都,0,2014-11-03 19:22:05 UTC,Sun Zhengcai+Monsanto
332,孙政才+转基因,1,-1,2014-05-11 07:53:02 UTC,孙政才转基因,0,2014-11-03 19:22:26 UTC,Sun Zhengcai+genetic modification
333,亡党,1,-1,2014-05-11 07:54:15 UTC,亡党,0,2014-11-03 19:22:46 UTC,lose the Party
334,纪英男,,479,2014-05-11 07:54:39 UTC,,854057,2014-11-03 19:23:09 UTC,Ji Yingnan
335,范悦+包养,,148328,2014-05-11 07:55:03 UTC,,83513,2014-11-03 19:23:34 UTC,Fan Yue+keep a lover
336,副司长+包养,,117008,2014-05-11 07:55:27 UTC,,80423,2014-11-03 19:23:57 UTC,deputy director+keep a lover
337,裸照,,7608960,2014-05-11 07:55:51 UTC,,4911889,2014-11-03 19:24:21 UTC,nude photo
338,栗战书,1,-1,2014-05-11 07:57:03 UTC,栗战书,0,2014-11-03 19:24:43 UTC,Li Zhanshu
339,Li战书,1,-1,2014-05-11 07:58:15 UTC,Li战书,0,2014-11-03 19:25:05 UTC,Li Zhanshu
340,栗zhanshu,1,-1,2014-05-11 07:59:26 UTC,栗zhanshu,0,2014-11-03 19:25:25 UTC,Li Zhanshu
341,习哥,1,-1,2014-05-11 08:00:39 UTC,习哥,0,2014-11-03 19:25:46 UTC,Brother Xi
342,刁哥,1,-1,2014-05-11 08:01:51 UTC,刁哥,0,2014-11-03 19:26:06 UTC,Brother Sly
343,彭+手机,,901,2014-05-11 08:02:15 UTC,,1764309,2014-11-03 19:26:30 UTC,Peng+cell phone
344,彭+拍照,,266988,2014-05-11 08:02:40 UTC,,209427,2014-11-03 19:26:55 UTC,Peng+take a photo
345,彭+苹果,,237,2014-05-11 08:03:05 UTC,,586803,2014-11-03 19:27:19 UTC,Peng+apple
346,彭+iphone,,901474,2014-05-11 08:03:29 UTC,,615622,2014-11-03 19:27:44 UTC,Peng+iPhone
347,第一夫人+手机,,53,2014-05-11 08:03:53 UTC,,213441,2014-11-03 19:28:10 UTC,first lady+cell phone
348,第一夫人+苹果,1,-1,2014-05-11 08:05:29 UTC,第一夫人苹果,0,2014-11-03 19:28:32 UTC,first lady+apple
349,第一夫人+iphone,1,-1,2014-05-11 08:07:18 UTC,第一夫人iphone,9280,2014-11-03 19:28:55 UTC,first lady+iPhone
350,国母+手机,1,-1,2014-05-11 08:08:54 UTC,国母,0,2014-11-03 19:29:17 UTC,first lady+cell phone
351,国母+苹果,1,-1,2014-05-11 08:10:30 UTC,国母,0,2014-11-03 19:29:37 UTC,first lady+apple
352,国母+iphone,1,-1,2014-05-11 08:12:05 UTC,国母,0,2014-11-03 19:29:57 UTC,first lady+iPhone
353,习夫人+手机,1,-1,2014-05-11 08:13:41 UTC,习夫人,0,2014-11-03 19:30:18 UTC,Mrs. Xi+cell phone
354,习夫人+拍照,1,-1,2014-05-11 08:15:15 UTC,习夫人,0,2014-11-03 19:30:38 UTC,Mrs. Xi+take a photo
355,习夫人+苹果,1,-1,2014-05-11 08:16:50 UTC,习夫人,0,2014-11-03 19:30:59 UTC,Mrs. Xi+apple
356,习夫人+iphone,1,-1,2014-05-11 08:18:25 UTC,习夫人,0,2014-11-03 19:31:19 UTC,Mrs. Xi+iPhone
357,peng+liyuan,1,-1,2014-05-11 08:18:49 UTC,pengliyuan,0,2014-11-03 19:31:40 UTC,peng+liyuan
358,当前意识形态领域情况,1,-1,2014-05-11 08:20:26 UTC,当前意识形态领域情况,0,2014-11-03 19:32:01 UTC,current situation of the ideological sphere
359,89,,71376427,2014-05-11 08:20:50 UTC,,36333879,2014-11-03 19:32:24 UTC,89
360,64+24,,751584,2014-05-11 08:21:14 UTC,,393144,2014-11-03 19:32:49 UTC,64+24
361,tank,,2549836,2014-05-11 08:21:38 UTC,,1725399,2014-11-03 19:33:14 UTC,tank
362,anniversary,,2860203,2014-05-11 08:22:03 UTC,,2446470,2014-11-03 19:33:39 UTC,anniversary
363,hk64,1,-1,2014-05-11 08:22:26 UTC,hk64,0,2014-11-03 19:34:01 UTC,hk64
364,viiv,,42853,2014-05-11 08:22:50 UTC,,33001,2014-11-03 19:34:24 UTC,viiv
365,（大）黄鸭,,10488168,2014-05-11 08:23:14 UTC,,1611092,2014-11-03 19:34:50 UTC,(big) yellow duck
366,烛光,,19715236,2014-05-11 08:23:38 UTC,,13640443,2014-11-03 19:35:16 UTC,candlelight
367,己巳月+乙未日,,16,2014-05-11 08:24:02 UTC,,201,2014-11-03 19:35:40 UTC,Jisi month+Yiwei day
368,八的平方,1,-1,2014-05-11 08:25:16 UTC,八的平方,938,2014-11-03 19:36:04 UTC,square of eight
369,祭奠,,13422908,2014-05-11 08:25:40 UTC,,9346261,2014-11-03 19:36:30 UTC,memorial ceremony
370,不适宜对外公开,,673,2014-05-11 08:26:04 UTC,,274250,2014-11-03 19:36:55 UTC,inappropriate for the public
371,网络封锁,1,-1,2014-05-11 08:27:18 UTC,网络封锁,0,2014-11-03 19:37:23 UTC,Internet block
372,蟹农场,1,-1,2014-05-11 08:28:29 UTC,蟹农场,0,2014-11-03 19:38:04 UTC,Hexie Farm
373,敏感词,1,-1,2014-05-11 08:29:41 UTC,敏感词,1423316,2014-11-03 19:38:51 UTC,sensitive word
374,习+影帝,1,-1,2014-05-11 08:31:18 UTC,习帝,0,2014-11-03 19:39:38 UTC,Xi+movie star
375,35,,214689124,2014-05-11 08:31:42 UTC,,145330285,2014-11-03 19:40:34 UTC,35
376,63+1,,953,2014-05-11 08:32:06 UTC,,3350084,2014-11-03 19:41:23 UTC,63+1
377,65-1,,15099678,2014-05-11 08:32:30 UTC,,8531354,2014-11-03 19:42:13 UTC,65-1
378,24年,,7782738,2014-05-11 08:32:54 UTC,,4945815,2014-11-03 19:43:04 UTC,24 years
379,june,,9619047,2014-05-11 08:33:18 UTC,,7111786,2014-11-03 19:43:51 UTC,june
380,Jun+4th,1,-1,2014-05-11 08:33:42 UTC,Jun4th,548,2014-11-03 19:44:40 UTC,Jun+4th
381,三十五,,3217838,2014-05-11 08:34:06 UTC,,2025502,2014-11-03 19:45:27 UTC,thirty-five
382,二十四,,19725589,2014-05-11 08:34:30 UTC,,11246863,2014-11-03 19:45:52 UTC,twenty-four
383,六+四,,403,2014-05-11 08:34:55 UTC,,173043001,2014-11-03 19:46:16 UTC,six+four
384,六4,1,-1,2014-05-11 08:36:08 UTC,六4,72854549,2014-11-03 19:46:40 UTC,six 4
385,6四,1,-1,2014-05-11 08:37:20 UTC,6四,61868,2014-11-03 19:47:04 UTC,6 four
386,liusi,,36259,2014-05-11 08:37:44 UTC,,17528,2014-11-03 19:47:29 UTC,liusi (six four)
387,bajiu,,69,2014-05-11 08:38:08 UTC,,119,2014-11-03 19:47:54 UTC,bajiu
388,陆肆,,34616,2014-05-11 08:38:32 UTC,,18570,2014-11-03 19:48:19 UTC,six four
389,陆四,1,-1,2014-05-11 08:39:45 UTC,陆四,0,2014-11-03 19:48:41 UTC,six four
390,六肆,1,-1,2014-05-11 08:40:57 UTC,六肆,9279,2014-11-03 19:49:05 UTC,six four
391,捌玖,1,-1,2014-05-11 08:42:08 UTC,捌玖,152634,2014-11-03 19:49:31 UTC,eight nine
392,捌九,1,-1,2014-05-11 08:43:19 UTC,捌九,983,2014-11-03 19:49:57 UTC,eight nine
393,八玖,1,-1,2014-05-11 08:44:31 UTC,八玖,17530,2014-11-03 19:50:46 UTC,eight nine
394,六four,1,-1,2014-05-11 08:45:43 UTC,六four,0,2014-11-03 19:51:32 UTC,six four
395,six四,1,-1,2014-05-11 08:46:56 UTC,six四,0,2014-11-03 19:52:14 UTC,six four
396,six+four,1,-1,2014-05-11 08:47:19 UTC,sixfour,0,2014-11-03 19:52:54 UTC,six+four
397,八八,,4768553,2014-05-11 08:47:43 UTC,,2672661,2014-11-03 19:53:40 UTC,eight eight
398,今天,,3296833659,2014-05-11 08:48:08 UTC,,2211873481,2014-11-03 19:54:32 UTC,today
399,明天,,919826681,2014-05-11 08:48:32 UTC,,630963124,2014-11-03 19:55:22 UTC,tomorrow
400,那年,,67321683,2014-05-11 08:48:56 UTC,,44589555,2014-11-03 19:56:13 UTC,that year
401,那天,,143549948,2014-05-11 08:49:21 UTC,,98401936,2014-11-03 19:57:02 UTC,that day
402,特殊的日子,,13916040,2014-05-11 08:49:45 UTC,,9722345,2014-11-03 19:57:52 UTC,special day
403,艾晓明,,459,2014-05-11 08:50:09 UTC,,62901,2014-11-03 19:58:42 UTC,Ai Xiaoming
404,晚会,,82301388,2014-05-11 08:50:33 UTC,,56744397,2014-11-03 19:59:06 UTC,evening event
405,蜡烛,,336497492,2014-05-11 08:50:58 UTC,,262574869,2014-11-03 19:59:31 UTC,candle
406,纪念,,306,2014-05-11 08:51:22 UTC,,231264913,2014-11-03 19:59:55 UTC,commemorate
407,TAM,,2927074,2014-05-11 08:51:46 UTC,,2029477,2014-11-03 20:00:24 UTC,TAM
408,tiananmen,1,-1,2014-05-11 08:52:09 UTC,tiananmen,0,2014-11-03 20:01:09 UTC,tiananmen
409,square,,3237372,2014-05-11 08:52:34 UTC,,2322203,2014-11-03 20:02:00 UTC,square
410,天安门,,2288895,2014-05-11 08:52:58 UTC,,8696690,2014-11-03 20:02:54 UTC,tiananmen
411,广场,,579347269,2014-05-11 08:53:22 UTC,,422125913,2014-11-03 20:03:45 UTC,square
412,金水桥,,67595,2014-05-11 08:53:46 UTC,,52588,2014-11-03 20:14:31 UTC,Jinshuiqiao
413,反官倒,1,-1,2014-05-11 08:54:58 UTC,反官倒,0,2014-11-03 20:16:00 UTC,against bureaucratic profiteering
414,长安街,,4091834,2014-05-11 08:55:22 UTC,,2509711,2014-11-03 20:16:56 UTC,Changan Avenue
415,木樨地,,313138,2014-05-11 08:55:46 UTC,,147500,2014-11-03 20:17:39 UTC,Muxidi
416,公主坟,,904845,2014-05-11 08:56:11 UTC,,650200,2014-11-03 20:18:04 UTC,Gongzhufen
417,上街,,29666083,2014-05-11 08:56:35 UTC,,20596712,2014-11-03 20:18:29 UTC,take to the streets
418,坦克,,20891929,2014-05-11 08:56:59 UTC,,14111156,2014-11-03 20:19:41 UTC,tank
419,戒严,1,-1,2014-05-11 08:57:23 UTC,戒严,0,2014-11-03 20:20:49 UTC,martial law
420,学运,1,-1,2014-05-11 08:57:47 UTC,学运,0,2014-11-03 20:21:29 UTC,student movement
421,学潮,1,-1,2014-05-11 08:58:11 UTC,学潮,0,2014-11-03 20:22:13 UTC,student strike
422,镇压,,6053022,2014-05-11 08:58:35 UTC,,3339089,2014-11-03 20:23:06 UTC,suppression
423,屠杀,,23527487,2014-05-11 08:58:59 UTC,,15500888,2014-11-03 20:23:54 UTC,massacre
424,游行,,1256661,2014-05-11 08:59:23 UTC,,3163979,2014-11-03 20:24:46 UTC,march
